"PointID","x","y","Adjoint_Density","Adjoint_X-Momentum","Adjoint_Y-Momentum","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
0,1.500000000000000e+00,1.000000000000000e+00,-5.296049856321368e+04,1.522525556405490e+02,-3.836506890992689e-02,-9.366622398678301e-02,-3.496292304135729e-03,1.152597252051183e+04,0.000000000000000e+00,
1,1.479591836734694e+00,1.000000000000000e+00,-4.406794755186353e+04,1.265639215818279e+02,3.824607372140579e-02,-8.216417636723908e-02,3.259701679759974e-03,4.805726040671674e+01,0.000000000000000e+00,
2,1.459183673469388e+00,1.000000000000000e+00,-4.546371071270700e+04,1.306817672539142e+02,-1.316038912125688e-01,-8.403127556296502e-02,6.748360979820234e-04,-3.277220935992676e+01,0.000000000000000e+00,
3,1.438775510204082e+00,1.000000000000000e+00,-4.010665725560269e+04,1.153551450718146e+02,2.698451506713818e-02,-7.401172853349386e-02,3.927939629098098e-04,-6.976965441470239e+01,0.000000000000000e+00,
4,1.418367346938776e+00,1.000000000000000e+00,-4.083717034675847e+04,1.175138880328092e+02,-1.012853854893227e-02,-7.507156369736906e-02,2.128809384061014e-04,-1.131825535063228e+02,0.000000000000000e+00,
5,1.397959183673469e+00,1.000000000000000e+00,-3.661148975325267e+04,1.053099601191688e+02,1.648621946554609e-02,-6.736395335308605e-02,-1.609828763804444e-05,-6.212365873494475e+01,0.000000000000000e+00,
6,1.377551020408163e+00,1.000000000000000e+00,-3.711738571743738e+04,1.067805003689419e+02,2.735478097328583e-02,-6.805885556139646e-02,9.249720043058574e-05,1.951674792034559e+02,0.000000000000000e+00,
7,1.357142857142857e+00,1.000000000000000e+00,-3.708635855492216e+04,1.067074161571850e+02,1.935640077478798e-02,-6.813656530328945e-02,7.697352135593860e-05,5.723289208334910e+02,0.000000000000000e+00,
8,1.336734693877551e+00,1.000000000000000e+00,-3.728115338898955e+04,1.072062972214444e+02,4.797384568574868e-02,-6.842683787116687e-02,-9.728029407574112e-07,7.861379321683711e+02,0.000000000000000e+00,
9,1.316326530612245e+00,1.000000000000000e+00,-3.702339725024523e+04,1.063769212837893e+02,1.594459937974079e-01,-6.817800034519132e-02,1.842038520616374e-05,5.211370293284010e+02,0.000000000000000e+00,
10,1.295918367346939e+00,1.000000000000000e+00,-3.718280229523042e+04,1.068085903572447e+02,1.232417106495447e-01,-6.840898930959288e-02,4.706978938173734e-05,-3.415757279000699e+02,0.000000000000000e+00,
11,1.275510204081633e+00,1.000000000000000e+00,-3.728291686721025e+04,1.070927336767605e+02,2.083232207120588e-01,-6.863054866538527e-02,2.309184712601109e-05,-1.600635311332005e+03,0.000000000000000e+00,
12,1.255102040816326e+00,1.000000000000000e+00,-3.719890995474283e+04,1.069792613725496e+02,1.134567228116914e-01,-6.843670319113847e-02,6.170668342520003e-06,-2.807645899337637e+03,0.000000000000000e+00,
13,1.234693877551021e+00,1.000000000000000e+00,-3.722130701062992e+04,1.070566317980024e+02,1.373119942818595e-01,-6.854536445270423e-02,1.060474752101470e-05,-3.490403207141061e+03,0.000000000000000e+00,
14,1.214285714285714e+00,1.000000000000000e+00,-3.702057679486845e+04,1.066890896841042e+02,9.657351504862281e-02,-6.809740573359467e-02,1.227956071936376e-05,-3.386859178462853e+03,0.000000000000000e+00,
15,1.193877551020408e+00,1.000000000000000e+00,-3.704866611129697e+04,1.068157445991011e+02,3.543104361592619e-02,-6.814736549108801e-02,5.789328142213890e-06,-2.557041459272707e+03,0.000000000000000e+00,
16,1.173469387755102e+00,1.000000000000000e+00,-3.697347552262952e+04,1.067170396948444e+02,1.101052992813122e-01,-6.797227053905570e-02,3.945058395515844e-07,-1.326923275035809e+03,0.000000000000000e+00,
17,1.153061224489796e+00,1.000000000000000e+00,-3.712096796019606e+04,1.071005307021618e+02,-4.705855320157205e-02,-6.829861576796743e-02,-7.982853205135143e-07,-1.171088204278467e+02,0.000000000000000e+00,
18,1.132653061224490e+00,1.000000000000000e+00,-3.724088458293221e+04,1.074196842343645e+02,3.825461523932313e-02,-6.851678606627468e-02,-3.369465915170622e-07,7.403222658287310e+02,0.000000000000000e+00,
19,1.112244897959184e+00,1.000000000000000e+00,-3.738408356360543e+04,1.077943386291695e+02,-5.144925687686052e-04,-6.880285109967288e-02,-5.249149914732243e-08,1.109084827872841e+03,0.000000000000000e+00,
20,1.091836734693878e+00,1.000000000000000e+00,-3.756571020534360e+04,1.082470880879387e+02,4.633217191650309e-03,-6.915324813894368e-02,-3.312430685298295e-08,1.049540132142756e+03,0.000000000000000e+00,
21,1.071428571428571e+00,1.000000000000000e+00,-3.765733949754560e+04,1.085060843625035e+02,-5.784253147151725e-03,-6.933269437893680e-02,-3.457724773170412e-08,7.403839420348431e+02,0.000000000000000e+00,
22,1.051020408163265e+00,1.000000000000000e+00,-3.778963674834291e+04,1.088530052786130e+02,-3.580561921356847e-02,-6.958189763157020e-02,-1.562862905757356e-08,3.770460742432260e+02,0.000000000000000e+00,
23,1.030612244897959e+00,1.000000000000000e+00,-3.785996957375100e+04,1.090655089079104e+02,-2.069740448799945e-02,-6.970288997030648e-02,-2.692769562884223e-09,9.641348580322493e+01,0.000000000000000e+00,
24,1.010204081632653e+00,1.000000000000000e+00,-3.794571563713648e+04,1.093128894506476e+02,-3.564193418227387e-02,-6.985940927320196e-02,1.323804399433470e-10,-4.982446675326883e+01,0.000000000000000e+00,
25,9.897959183673468e-01,1.000000000000000e+00,-3.800312092538358e+04,1.094958240542689e+02,-1.012940602383734e-02,-6.995860222473489e-02,-2.320946768108456e-10,-7.940559649095810e+01,0.000000000000000e+00,
26,9.693877551020409e-01,1.000000000000000e+00,-3.808480458239700e+04,1.097353175067799e+02,-6.613914182826681e-03,-7.010853401738330e-02,-1.319970799329440e-10,-4.339533577615192e+01,0.000000000000000e+00,
27,9.489795918367347e-01,1.000000000000000e+00,-3.817068273410218e+04,1.099828771563225e+02,-3.352985668566568e-03,-7.026603373628254e-02,3.028466366572502e-11,7.764628435472716e+00,0.000000000000000e+00,
28,9.285714285714286e-01,1.000000000000000e+00,-3.825999275105150e+04,1.102384092646235e+02,1.720110459202570e-03,-7.043150756669012e-02,1.122043569168341e-10,4.322198971644185e+01,0.000000000000000e+00,
29,9.081632653061225e-01,1.000000000000000e+00,-3.834606917471197e+04,1.104849969372320e+02,5.802393562881104e-04,-7.058949671174236e-02,-1.750902756114670e-10,5.435671119775180e+01,0.000000000000000e+00,
30,8.877551020408163e-01,1.000000000000000e+00,-3.843702482641668e+04,1.107439258798080e+02,7.098980715580596e-06,-7.075848198118302e-02,1.437530094960948e-10,4.721738296364285e+01,0.000000000000000e+00,
31,8.673469387755104e-01,1.000000000000000e+00,-3.853110839551777e+04,1.110149032513449e+02,-9.402014763957757e-04,-7.092818028232067e-02,2.136442134315075e-10,3.255443683276970e+01,0.000000000000000e+00,
32,8.469387755102040e-01,1.000000000000000e+00,-3.859314419675832e+04,1.111907480071547e+02,-2.367007280389014e-03,-7.105649398881875e-02,-1.239148783582777e-10,1.880074201778530e+01,0.000000000000000e+00,
33,8.265306122448980e-01,1.000000000000000e+00,-3.951164664741976e+04,1.138416659028820e+02,-5.135462433382007e-03,-7.272933835373507e-02,1.610561961573609e-10,9.614193111198226e+00,0.000000000000000e+00,
34,8.061224489795918e-01,1.000000000000000e+00,-3.952182271491057e+04,1.138647462902121e+02,-7.901992807206343e-03,-7.278299886465818e-02,2.352140218708776e-10,4.821413245161558e+00,0.000000000000000e+00,
35,7.857142857142858e-01,1.000000000000000e+00,-3.962294533987410e+04,1.141555228197281e+02,5.547375857129384e-02,-7.302257399269417e-02,-1.836181900971567e-11,2.624577811727729e+00,0.000000000000000e+00,
36,7.653061224489797e-01,1.000000000000000e+00,-3.972335245235965e+04,1.144454111053411e+02,9.259000488465396e-03,-7.316420424559045e-02,7.236488491768611e-11,1.394210531159410e+00,0.000000000000000e+00,
37,7.448979591836735e-01,1.000000000000000e+00,-3.882251571107072e+04,1.118474131288786e+02,-2.481231373323258e-02,-7.146665872794242e-02,-3.568429926548156e-11,3.988445640825006e-01,0.000000000000000e+00,
38,7.244897959183674e-01,1.000000000000000e+00,-3.899932050564970e+04,1.123702372856997e+02,-1.453927788254946e-02,-7.176966273845260e-02,-2.728104773336293e-10,-3.291276200485970e-01,0.000000000000000e+00,
39,7.040816326530613e-01,1.000000000000000e+00,-3.909551830503673e+04,1.126387352439413e+02,-1.186266744801345e-02,-7.192977118862845e-02,-2.009037710498651e-10,-4.472106335582798e-01,0.000000000000000e+00,
40,6.836734693877552e-01,1.000000000000000e+00,-3.918557405842492e+04,1.128978806411193e+02,-1.362528653080554e-02,-7.208896201602036e-02,1.472512493883027e-10,3.734120219474635e-01,0.000000000000000e+00,
